areaunit,empirical,estimate,adjusted_estimate,empirical_density,estimate_density,adjusted_estimate_density
517100,0.00955216474382831,0.004785353455408235,0.004674714622252302,0.006399124851584539,0.003205773250498409,0.003131654794024353
517201,0.0003721622627465575,0.002263121085689153,0.002210797035115991,0.00041280218364389716,0.0025102527030238806,0.002452214893993242
517202,0.00012405408758218582,0.0014492374703663762,0.00141573065750891,0.00011683233732505258,0.001364870793876722,0.0013333145643421053
517400,0.001984865401314973,0.001683548951595453,0.0016446247857420605,0.0027250458780089457,0.0023113648552350644,0.002257925393978169
517901,0.002357027664061531,0.0022670742556634366,0.0022146588065933195,0.0022172661503192578,0.0021326465887468436,0.0020833391483849896
518701,0.005830542116362734,0.00630436597922991,0.006158607112673948,0.0028720386056944806,0.0031054372158571234,0.003033638559142824
517902,0.0024810817516437165,0.002166922201401657,0.0021168222984087413,0.0030288971088667394,0.0026453720787782942,0.0025842102685198396
518101,0.00148864905098623,0.0029363028191380564,0.002868414601323183,0.0016470333625744924,0.0032487097630821307,0.0031735986013259445
518102,0.0018608113137327876,0.002082443674936768,0.002034296941272284,0.0021620005383971223,0.0024195061117526593,0.0023635663916228055
518201,0.002853244014390274,0.003547047463337261,0.0034650386428500676,0.002041457398073805,0.002537864356791151,0.002479188157893853
518702,0.002357027664061531,0.004094263035239712,0.0039996024236310865,0.0010902076703111988,0.0018937397440632758,0.0018499559029036673
518801,0.00595459620394492,0.0034255300968296662,0.0033463307949629594,0.0051789926924501505,0.0029793448172851116,0.0029104614553296716
518802,0.0038456767150477607,0.0027723680665740183,0.0027082700702979307,0.0032571706635530946,0.0023481110358763366,0.002293821991702114
518803,0.004962163503287433,0.005107150902143926,0.004989072013754631,0.0023606640652172202,0.002429639330172333,0.0023734653269383127
518901,0.003969730802629946,0.005353677974768625,0.005229899305180154,0.0019229956041795827,0.002593399835790531,0.0025334396396603214
519820,0.005334325766033991,0.003237875527321113,0.0031630148564040887,0.0033968061083770647,0.002061822965406587,0.00201415298884323
518902,0.001984865401314973,0.003673810202442118,0.0035888705887182487,0.0011477745979557074,0.0021244292057688197,0.0020753117538106973
519001,0.0024810817516437165,0.0037486199632656026,0.003661950725027408,0.0017400102170115497,0.0026289488572693595,0.002568166756907226
520000,0.004093784890212133,0.0027864587051826474,0.0027220349290391775,0.001621456111941569,0.0011036536162399762,0.0010781368076182188
519002,0.0038456767150477607,0.003949236083010362,0.003857928538823054,0.0027309286720939314,0.0028044692393824847,0.0027396290541885754
