areaunit,empirical,estimate,adjusted_estimate,empirical_density,estimate_density,adjusted_estimate_density
522723,0.0027291899268080885,0.0024339489634533536,0.0023776753201818768,0.0015241251845768307,0.0013592468874134107,0.0013278206843135554
523819,0.00012405408758218582,0.0007314302081886801,0.0007145193184240925,7.878784876863402e-05,0.00046453779759092424,0.000453797541858257
522730,0.000744324525493115,0.0034377777075138135,0.0033582952371481295,0.0005960208717927079,0.002752814392222889,0.0026891684828687554
522810,0.003597568539883389,0.004073763017428322,0.00397957637249143,0.002479351916361161,0.0028075329301132713,0.0027426219114541303
522820,0.001612703138568416,0.003342895968918687,0.0032656071933226355,0.0009914539556162678,0.0020551379558547958,0.0020076225387536265
522910,0.00297729810197246,0.0033743652469741827,0.003296348892059955,0.002370261611888994,0.002686371379505623,0.0026242616528947093
523000,0.0018608113137327876,0.0046860754877359875,0.004577731991508392,0.0012486448807728456,0.003144458616246835,0.0030717577728398573
523101,0.0027291899268080885,0.004541582286666844,0.004436579517370754,0.001791253488538829,0.0029807837976276474,0.002911867166007277
523105,0.001984865401314973,0.002330289989156908,0.0022764129730247157,0.0013859415645422453,0.0016271359011395014,0.0015895160222390737
523106,0.004838109415705247,0.004492849259038218,0.004388973212222136,0.002992735145524361,0.002779165728955876,0.0027149105686497693
523820,0.00446594715295869,0.005552715119095125,0.005424334649951371,0.0011407681524411985,0.0014183689037264898,0.0013855757815558368
523107,0.0006202704379109291,0.001411017445403589,0.0013783942911942202,0.0007915986512942561,0.001800762116756793,0.0017591279467323799
523109,0.00297729810197246,0.0029517817288081277,0.002883535633875006,0.0020948529606356734,0.0020768994175112635,0.002028880868771465
523114,0.003597568539883389,0.003752509955851348,0.003665750779796714,0.0008014784072827696,0.0008359967765411804,0.0008166682757855874
523115,0.001612703138568416,0.0045713540905135104,0.004465662988021297,0.00093343541770078,0.002645907800938794,0.0025847336046203994
523201,0.0012405408758218582,0.0019051663067191024,0.001861118279941649,0.0012415534247173865,0.0019067213333024773,0.0018626373538355697
523402,0.00595459620394492,0.0033417867589295275,0.0032645236286071365,0.0038644623584862168,0.002168779997443848,0.0021186371416391362
523403,0.0018608113137327876,0.0012770959243502587,0.0012475690766022365,0.005293804848555194,0.003633198350902929,0.003549197695587977
523404,0.002232973576479345,0.000695191355307742,0.0006791183188877438,0.0021016209039301246,0.0006542973458959691,0.0006391697914610629
523501,0.005086217590869619,0.0019294021844388685,0.001884793816767809,0.004203550333068037,0.0015945718110014111,0.0015577048238088237
523502,0.006450812554273664,0.0050013245191694875,0.004885692369069957,0.005460292413438932,0.004233372788219564,0.00413549591664316
523814,0.0038456767150477607,0.005738503136313854,0.005605827191479333,0.0014297066759068927,0.002133402480660329,0.002084077563846615
523816,0.0034735144523012035,0.0030036155921579102,0.0029341710824760292,0.003663337038104087,0.0031677588788177795,0.0030945193262251385
523817,0.0027291899268080885,0.0022747939313021545,0.002222200000973972,0.005423325753740813,0.004520370088905065,0.004415857752098635
523911,0.0026051358392259025,0.003367532012331394,0.0032896736438887205,0.0005289022451303956,0.0006836861307008824,0.0006678790985870577
524002,0.007939461605259893,0.006544778631528271,0.006393461351038193,0.002395334184814686,0.0019745585743192436,0.0019289061771250874
524111,0.007195137079766778,0.0033129562641885466,0.0032363597037083154,0.007292216461543021,0.003357655863711615,0.0032800258348408347
523920,0.003721622627465575,0.0046896187560801165,0.004581193338406424,0.0015809712992011348,0.001992182819085832,0.0019461229439708913
524112,0.00595459620394492,0.004507806885521513,0.00440358501381364,0.00479222042478782,0.0036278537600053845,0.0035439766732640204
524121,0.002853244014390274,0.002336436708810664,0.0022824175786430997,0.003984768862936504,0.0032630087719574584,0.0031875670127496946
524402,0.000744324525493115,0.0001977719597348172,0.0001931994116336329,0.0003980307445400316,0.00010575940693374153,0.00010331421715048976
524405,0.004093784890212133,0.003176682277754157,0.003103236413453237,0.006439970251582198,0.00499726778912535,0.004881729431863213
524520,0.007319191167348964,0.005550269523923215,0.005421945597686628,0.006572207591272562,0.004983818930903698,0.0048685915153504206
524404,0.004217838977794318,0.003076891591031927,0.0030057529178803455,0.0038028956069399906,0.0027741925607328182,0.002710052381594647
525410,0.00595459620394492,0.0022224011139104958,0.0021710185215192035,0.005554896513837901,0.002073223402089327,0.0020252898439486007
524530,0.010296489269321423,0.00564919330997605,0.00551858223559832,0.009715229699511661,0.005330283865480968,0.005207046074842909
524602,0.00595459620394492,0.004302983066455527,0.004203496783989948,0.0017307365734084658,0.0012506860100669856,0.001221769767601787
524603,0.003225406277136832,0.002852154085185642,0.0027862114117956057,0.0019467158092672907,0.0017214369201965897,0.001681636772939579
524711,0.004714055328123062,0.003472037075843136,0.0033917625184201558,0.007269077133830453,0.005353883982917061,0.0052301005503572915
524712,0.006078650291527106,0.0021100218932455796,0.002061237542752446,0.01268349119654165,0.004402695141846541,0.004300903485749606
524713,0.003969730802629946,0.003089502578215549,0.003018072335189361,0.0057565226079627045,0.004480100118394539,0.004376518835603246
524812,0.0062027043791092916,0.005006880277889094,0.0048911196769514465,0.003851586128153098,0.003109035905143396,0.0030371540456338936
524821,0.003721622627465575,0.002806597724669235,0.0027417083282455365,0.004967445288513805,0.0037461134670862635,0.0036595021798051255
524822,0.006450812554273664,0.004956928608697848,0.004842322905605262,0.006104790639933863,0.004691038705372254,0.004582580458037328
524902,0.004962163503287433,0.0028834229131324907,0.0028167572948919993,0.005989323282586373,0.0034802867692139213,0.0033998214763610625
525101,0.008559732043170823,0.005596974344080736,0.0054675705881402125,0.004397862610484253,0.002875641909761715,0.002809156190695182
525102,0.008063515692842079,0.00809301714294654,0.007905904115298682,0.0025645872861593906,0.002573970171583465,0.0025144591952228116
525420,0.004217838977794318,0.0034866570255838517,0.0034060444504584834,0.003644439802377692,0.003012659257068787,0.002943005655092571
525510,0.0033494603647190174,0.0016379186365383532,0.0016000494575028619,0.001711621172845025,0.0008369993707722773,0.0008176476897319067
525520,0.002357027664061531,0.0025147299991454698,0.002456588673661302,0.0021258974564801617,0.002268135495578194,0.002215695510317185
525540,0.00148864905098623,0.002879597730956373,0.00281302055209586,0.0012331934782486163,0.0023854521920007323,0.002330299808894329
525610,0.008683786130753008,0.00621057848870667,0.006066988017570777,0.005273973376426925,0.0037719060682127217,0.00368469844811745
525630,0.004217838977794318,0.004242214488596251,0.004144133194207216,0.0030548771529236222,0.0030725317365698215,0.0030014938645847398
513212,0.0031013521895546458,0.0023153579040447185,0.0022618261222800166,0.004421331896021407,0.003300807237029154,0.003224491565766703
513013,0.0017367572261506017,0.0025393300027243162,0.0024806199176454903,0.0024830592600384115,0.003630505624285347,0.0035465672256320513
513621,0.0004962163503287433,2.254402265357393e-05,2.2022797965727004e-05,0.0010158795667753048,4.615327961586263e-05,4.5086201697668816e-05
512903,0.0008683786130753009,0.0009321426760999691,0.0009105912527872367,0.0019249159509333422,0.0020662603601165975,0.002018487789632531
513220,0.004341893065376504,0.0058091867172791216,0.0056748765464685776,0.0013302506335035034,0.001779793789124696,0.001738644413238075
511800,0.003225406277136832,0.0035989134491890822,0.0035157054712710734,0.002126391937769628,0.0023726315029930405,0.002317775538131451
